text,label
民法典第1079条讲的是什么,article_query
抢劫罪量刑时会考虑哪些因素,sentencing
涉案金额一万元，贩卖毒品罪会怎么判,sentencing
民法典第1183条讲的是什么,article_query
法律条文劳动合同法第46条是什么,article_query
寻衅滋事罪具体指什么,crime_definition
我想知道敲诈勒索罪指的是什么,crime_definition
签了合同后悔了能反悔吗,contract_dispute
劳动合同法第38条讲的是什么,article_query
民法典第1191条的内容是什么,article_query
故意杀人罪一般判几年,sentencing
构成故意伤害罪需要满足什么条件,crime_elements
故意伤害罪的犯罪构成是什么,crime_elements
受贿罪是什么意思,crime_definition
道路交通安全法第91条的条文内容,article_query
民法典第1079条是怎么规定的,article_query
非法集资罪到底是怎么回事,crime_definition
交通肇事罪的构成要件有哪些,crime_elements
我想看道路交通安全法第91条全文,article_query
辛苦了,thanks_bye
邻居装修把我家淹了怎么索赔,civil_compensation
故意杀人罪最多判多少年,sentencing
把刑法第234条发给我看看,article_query
被刑事拘留后家属能做什么,criminal_procedure
贩卖毒品罪的立案标准是什么,crime_elements
被无故辞退能要赔偿吗,labor_dispute
在学校门口摔倒受伤谁来赔,civil_compensation
我想看刑法第264条全文,article_query
开设赌场罪量刑时会考虑哪些因素,sentencing
非法拘禁罪量刑时会考虑哪些因素,sentencing
法律条文民法典第1079条是什么,article_query
劳动合同法第38条的内容是什么,article_query
怎么样才算构成强奸罪,crime_elements
涉案金额三万元，强奸罪会怎么判,sentencing
贪污罪的含义是什么,crime_definition
偷税漏税罪判三缓四是什么意思,sentencing
格式条款无效的情形有哪些,contract_dispute
受贿罪具体指什么,crime_definition
不可抗力可以免除违约责任吗,contract_dispute
未成年犯抢劫罪怎么判,sentencing
帮忙科普一下危险驾驶罪,crime_definition
故意伤害罪的定义是什么,crime_definition
帮忙科普一下职务侵占罪,crime_definition
非法集资罪的立案标准是什么,crime_elements
初犯敲诈勒索罪会轻判吗,sentencing
故意伤害罪的概念是什么,crime_definition
涉案金额两千元，偷税漏税罪会怎么判,sentencing
满足什么条件就构成帮助信息网络犯罪活动罪了,crime_elements
取保候审需要满足什么条件,criminal_procedure
法院认定诈骗罪主要看什么,crime_elements
帮忙科普一下诈骗罪,crime_definition
我想了解一下盗窃罪,crime_definition
请提供民法典第1062条的具体条文,article_query
抢劫罪的犯罪构成是什么,crime_elements
贪污罪具体指什么,crime_definition
民法典第1062条是怎么规定的,article_query
非法集资罪的构成要件有哪些,crime_elements
受贿罪的主观要件是什么,crime_elements
网购买到过期食品怎么维权,civil_compensation
强奸罪的立案标准是什么,crime_elements
开设赌场罪的主观要件是什么,crime_elements
帮助信息网络犯罪活动罪的定罪标准是什么,crime_elements
刑事诉讼法第67条第几款怎么规定的,article_query
我想知道非法集资罪指的是什么,crime_definition
请问民法典第1079条规定了什么,article_query
偷税漏税罪量刑时会考虑哪些因素,sentencing
法院认定掩饰隐瞒犯罪所得罪主要看什么,crime_elements
贩卖毒品罪最少判多久,sentencing
定金和订金有什么区别,contract_dispute
帮忙科普一下故意杀人罪,crime_definition
民法典第1062条的内容是什么,article_query
我想了解一下强奸罪,crime_definition
开设赌场罪具体指什么,crime_definition
诈骗罪的基准刑是多少,sentencing
认定掩饰隐瞒犯罪所得罪要看哪些要件,crime_elements
满足什么条件就构成贩卖毒品罪了,crime_elements
帮助信息网络犯罪活动罪的主观要件是什么,crime_elements
贪污罪的犯罪构成是什么,crime_elements
孩子抚养权一般判给谁,family_law
工伤怎么认定,labor_dispute
非法拘禁罪法定刑是多少,sentencing
法律条文刑法第266条是什么,article_query
外卖吃坏肚子怎么索赔,civil_compensation
偷税漏税罪的犯罪客体是什么,crime_elements
贩卖毒品罪这个罪名怎么理解,crime_definition
盗窃罪的概念是什么,crime_definition
故意杀人罪的概念是什么,crime_definition
故意伤害罪的量刑标准是什么,sentencing
在网吧摔倒受伤谁来赔,civil_compensation
民法典第1062条有哪些规定,article_query
能通俗解释下掩饰隐瞒犯罪所得罪吗,crime_definition
多谢,thanks_bye
涉案金额八万元，受贿罪会怎么判,sentencing
道路交通安全法第91条第几款怎么规定的,article_query
非法拘禁罪的主观要件是什么,crime_elements
公安立案的标准是什么,criminal_procedure
我想了解一下故意杀人罪,crime_definition
婚内买的房子离婚怎么分,family_law
盗窃罪的含义是什么,crime_definition
帮我解释一下受贿罪这个词,crime_definition
法院认定贪污罪主要看什么,crime_elements
受贿罪的立案标准是什么,crime_elements
帮我查一下劳动合同法第46条,article_query
能不能简单介绍一下交通肇事罪,crime_definition
帮忙科普一下强奸罪,crime_definition
涉案金额十万元，帮助信息网络犯罪活动罪会怎么判,sentencing
危险驾驶罪的定义是什么,crime_definition
交通事故责任怎么划分,traffic_accident
hello,greeting
涉案金额五千元，交通肇事罪会怎么判,sentencing
拜拜,thanks_bye
盗窃一万元会判几年,sentencing
贪污罪退赃了能从轻处罚吗,sentencing
合同欺诈怎么认定,contract_dispute
哈喽,greeting
